country_region,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
France,2020-04-03,-85.35714285714286,-38.07142857142857,-61.642857142857146,-81.92857142857143,-69.78571428571429,35.214285714285715
France,2020-04-04,-88.28571428571429,-45.92857142857143,-70.28571428571429,-80.42857142857143,-55.785714285714285,23.571428571428573
France,2020-04-05,-84.42857142857143,-62.642857142857146,-70.21428571428571,-83.28571428571429,-51.357142857142854,15.928571428571429
France,2020-04-06,-82.71428571428571,-37.57142857142857,-55.857142857142854,-79.64285714285714,-69.71428571428571,30.071428571428573
France,2020-04-07,-81.85714285714286,-35.92857142857143,-55.714285714285715,-78.64285714285714,-69.85714285714286,31.0
France,2020-04-08,-83.42857142857143,-38.5,-59.214285714285715,-78.57142857142857,-67.64285714285714,28.142857142857142
France,2020-04-09,-82.07142857142857,-33.07142857142857,-57.142857142857146,-78.64285714285714,-69.0,30.571428571428573
France,2020-04-10,-82.28571428571429,-33.642857142857146,-59.785714285714285,-80.57142857142857,-69.0,34.07142857142857
France,2020-04-11,-85.42857142857143,-39.5,-70.78571428571429,-79.5,-53.42857142857143,22.5
France,2020-04-12,-81.35714285714286,-58.357142857142854,-72.71428571428571,-83.42857142857143,-48.5,15.642857142857142
France,2020-04-13,-90.92857142857143,-81.85714285714286,-65.14285714285714,-88.0,-88.64285714285714,37.07142857142857
France,2020-04-14,-78.21428571428571,-22.714285714285715,-53.857142857142854,-76.64285714285714,-67.57142857142857,29.357142857142858
France,2020-04-15,-81.0,-32.92857142857143,-55.92857142857143,-76.0,-65.5,27.5
France,2020-04-16,-79.78571428571429,-31.928571428571427,-54.285714285714285,-76.92857142857143,-66.92857142857143,30.071428571428573
France,2020-04-17,-80.21428571428571,-33.57142857142857,-57.785714285714285,-78.71428571428571,-66.28571428571429,33.07142857142857
France,2020-04-18,-85.5,-46.5,-69.85714285714286,-78.42857142857143,-50.785714285714285,22.357142857142858
France,2020-04-19,-84.35714285714286,-65.71428571428571,-74.0,-82.71428571428571,-47.857142857142854,15.642857142857142
France,2020-04-20,-78.92857142857143,-40.857142857142854,-56.357142857142854,-77.78571428571429,-66.21428571428571,28.928571428571427
France,2020-04-21,-78.35714285714286,-37.92857142857143,-53.214285714285715,-75.71428571428571,-65.5,29.285714285714285
France,2020-04-22,-80.07142857142857,-39.42857142857143,-54.642857142857146,-74.92857142857143,-62.92857142857143,26.714285714285715
France,2020-04-23,-78.57142857142857,-34.714285714285715,-50.214285714285715,-74.71428571428571,-64.35714285714286,28.571428571428573
France,2020-04-24,-78.5,-35.07142857142857,-53.5,-76.78571428571429,-63.642857142857146,31.571428571428573
France,2020-04-25,-83.35714285714286,-43.357142857142854,-66.14285714285714,-76.28571428571429,-47.5,21.285714285714285
France,2020-04-26,-81.5,-59.285714285714285,-64.71428571428571,-78.42857142857143,-41.714285714285715,14.357142857142858
France,2020-04-27,-75.0,-36.714285714285715,-50.5,-74.42857142857143,-62.0,26.928571428571427
France,2020-04-28,-75.57142857142857,-34.57142857142857,-54.142857142857146,-74.0,-62.357142857142854,26.714285714285715
France,2020-04-29,-76.35714285714286,-32.785714285714285,-56.642857142857146,-73.0,-59.285714285714285,25.285714285714285
France,2020-04-30,-71.71428571428571,-16.642857142857142,-57.285714285714285,-73.92857142857143,-60.92857142857143,26.5
France,2020-05-01,-90.85714285714286,-87.35714285714286,-67.14285714285714,-87.64285714285714,-86.85714285714286,40.57142857142857
France,2020-05-02,-77.85714285714286,-27.142857142857142,-69.07142857142857,-74.92857142857143,-44.785714285714285,20.642857142857142
France,2020-05-03,-80.14285714285714,-57.142857142857146,-64.78571428571429,-77.42857142857143,-37.5,15.142857142857142
France,2020-05-04,-68.92857142857143,-24.785714285714285,-43.57142857142857,-70.14285714285714,-57.5,24.785714285714285
France,2020-05-05,-69.35714285714286,-23.714285714285715,-46.0,-68.78571428571429,-57.357142857142854,25.642857142857142
France,2020-05-06,-70.85714285714286,-24.214285714285715,-45.142857142857146,-67.42857142857143,-54.07142857142857,22.642857142857142
France,2020-05-07,-67.0,-12.714285714285714,-42.857142857142854,-68.07142857142857,-55.42857142857143,23.571428571428573
France,2020-05-08,-83.0,-60.357142857142854,-52.642857142857146,-81.42857142857143,-80.57142857142857,36.285714285714285
France,2020-05-09,-75.14285714285714,-27.142857142857142,-61.642857142857146,-70.42857142857143,-37.357142857142854,18.785714285714285
Germany,2020-02-15,5.470588235294118,1.3529411764705883,46.64705882352941,10.529411764705882,-0.23529411764705882,-1.0
Germany,2020-02-16,4.235294117647059,7.823529411764706,6.235294117647059,3.235294117647059,-0.8235294117647058,-0.35294117647058826
Germany,2020-02-17,2.1176470588235294,1.1176470588235294,10.294117647058824,-1.1176470588235294,-3.7058823529411766,0.7058823529411765
Germany,2020-02-18,2.588235294117647,0.7058823529411765,10.941176470588236,-2.176470588235294,-3.823529411764706,1.3529411764705883
Germany,2020-02-19,2.0,-1.2352941176470589,2.4705882352941178,-2.8823529411764706,-4.117647058823529,1.1176470588235294
Germany,2020-02-20,2.235294117647059,-1.3529411764705883,7.176470588235294,-0.23529411764705882,-5.588235294117647,1.0588235294117647
Germany,2020-02-21,0.7647058823529411,0.5294117647058824,14.588235294117647,-1.3529411764705883,-7.470588235294118,1.588235294117647
Germany,2020-02-22,0.5294117647058824,-1.8235294117647058,20.529411764705884,7.9411764705882355,-2.411764705882353,0.11764705882352941
Germany,2020-02-23,-2.0,8.470588235294118,-26.11764705882353,0.7058823529411765,-2.176470588235294,0.47058823529411764
Germany,2020-02-24,0.8235294117647058,-3.588235294117647,13.235294117647058,-4.235294117647059,-13.176470588235293,3.0588235294117645
Germany,2020-02-25,0.0,-0.4117647058823529,12.882352941176471,-5.0,-8.882352941176471,2.7058823529411766
Germany,2020-02-26,-2.7058823529411766,0.058823529411764705,0.11764705882352941,-6.0,-3.764705882352941,1.8235294117647058
Germany,2020-02-27,-2.9411764705882355,2.9411764705882355,-0.29411764705882354,-3.1176470588235294,-2.8823529411764706,1.7058823529411764
Germany,2020-02-28,3.176470588235294,10.764705882352942,12.823529411764707,0.0,-2.823529411764706,1.1764705882352942
Germany,2020-02-29,0.8235294117647058,5.882352941176471,12.0,2.9411764705882355,0.17647058823529413,0.47058823529411764
Germany,2020-03-01,8.705882352941176,19.294117647058822,21.058823529411764,5.647058823529412,1.411764705882353,-0.11764705882352941
Germany,2020-03-02,2.764705882352941,8.0,13.882352941176471,-0.29411764705882354,-0.17647058823529413,0.5294117647058824
Germany,2020-03-03,1.1176470588235294,4.529411764705882,9.823529411764707,-3.8823529411764706,-1.1176470588235294,1.1764705882352942
Germany,2020-03-04,1.1764705882352942,2.4705882352941178,11.470588235294118,-3.411764705882353,-1.1764705882352942,1.1176470588235294
Germany,2020-03-05,-1.5294117647058822,0.5294117647058824,6.529411764705882,-4.176470588235294,-1.2352941176470589,1.3529411764705883
Germany,2020-03-06,-3.3529411764705883,-0.47058823529411764,-8.470588235294118,-5.823529411764706,-2.176470588235294,2.0588235294117645
Germany,2020-03-07,2.0588235294117645,0.29411764705882354,25.176470588235293,0.47058823529411764,0.4117647058823529,0.6470588235294118
Germany,2020-03-08,13.470588235294118,18.647058823529413,31.647058823529413,2.8823529411764706,1.6470588235294117,-0.29411764705882354
Germany,2020-03-09,0.058823529411764705,1.4705882352941178,11.823529411764707,-4.117647058823529,-1.4705882352941178,1.1176470588235294
Germany,2020-03-10,-5.294117647058823,-1.7058823529411764,-9.882352941176471,-8.117647058823529,-2.3529411764705883,2.5294117647058822
Germany,2020-03-11,-0.17647058823529413,2.823529411764706,21.11764705882353,-5.588235294117647,-2.5294117647058822,1.6470588235294117
Germany,2020-03-12,-5.470588235294118,5.882352941176471,1.8235294117647058,-9.294117647058824,-3.4705882352941178,2.4705882352941178
Germany,2020-03-13,-9.235294117647058,17.88235294117647,-0.9411764705882353,-13.941176470588236,-5.294117647058823,3.6470588235294117
Germany,2020-03-14,-14.941176470588236,11.117647058823529,44.0,-15.647058823529411,-2.4705882352941178,3.176470588235294
Germany,2020-03-15,-12.588235294117647,12.352941176470589,74.82352941176471,-15.823529411764707,-4.0,2.3529411764705883
Germany,2020-03-16,-6.411764705882353,20.941176470588236,42.705882352941174,-24.294117647058822,-17.235294117647058,6.117647058823529
Germany,2020-03-17,-17.823529411764707,11.705882352941176,32.05882352941177,-33.76470588235294,-24.88235294117647,9.470588235294118
Germany,2020-03-18,-32.76470588235294,4.294117647058823,37.35294117647059,-38.23529411764706,-29.705882352941178,11.058823529411764
Germany,2020-03-19,-41.8235294117647,-3.0588235294117645,16.470588235294116,-44.588235294117645,-33.11764705882353,13.176470588235293
Germany,2020-03-20,-48.8235294117647,-3.1176470588235294,-10.705882352941176,-51.35294117647059,-35.705882352941174,15.647058823529411
Germany,2020-03-21,-65.82352941176471,-21.647058823529413,-24.11764705882353,-57.05882352941177,-29.294117647058822,12.470588235294118
Germany,2020-03-22,-69.47058823529412,-33.411764705882355,7.117647058823529,-57.588235294117645,-31.941176470588236,8.941176470588236
Germany,2020-03-23,-54.05882352941177,-15.294117647058824,-0.8823529411764706,-55.1764705882353,-40.470588235294116,16.235294117647058
Germany,2020-03-24,-57.0,-18.0,12.823529411764707,-55.64705882352941,-42.8235294117647,17.58823529411765
Germany,2020-03-25,-56.76470588235294,-17.529411764705884,12.941176470588236,-55.294117647058826,-43.23529411764706,17.294117647058822
Germany,2020-03-26,-56.705882352941174,-15.941176470588236,8.294117647058824,-55.8235294117647,-43.529411764705884,17.705882352941178
Germany,2020-03-27,-56.94117647058823,-14.823529411764707,25.647058823529413,-55.88235294117647,-43.529411764705884,18.058823529411764
Germany,2020-03-28,-64.47058823529412,-20.0,36.76470588235294,-52.529411764705884,-31.705882352941178,11.294117647058824
Germany,2020-03-29,-76.58823529411765,-49.588235294117645,-43.76470588235294,-67.94117647058823,-37.411764705882355,10.176470588235293
Germany,2020-03-30,-52.705882352941174,-16.41176470588235,-10.058823529411764,-55.64705882352941,-42.88235294117647,16.88235294117647
Germany,2020-03-31,-50.8235294117647,-11.529411764705882,11.411764705882353,-52.23529411764706,-43.0,17.0
Germany,2020-04-01,-51.05882352941177,-13.117647058823529,13.529411764705882,-52.529411764705884,-43.0,16.470588235294116
Germany,2020-04-02,-51.411764705882355,-11.764705882352942,6.823529411764706,-53.88235294117647,-43.411764705882355,16.941176470588236
Germany,2020-04-03,-55.411764705882355,-11.647058823529411,-10.352941176470589,-56.588235294117645,-43.411764705882355,18.470588235294116
Germany,2020-04-04,-61.411764705882355,-15.176470588235293,21.235294117647058,-52.11764705882353,-30.235294117647058,11.352941176470589
Germany,2020-04-05,-57.470588235294116,-12.705882352941176,65.23529411764706,-47.8235294117647,-27.764705882352942,7.0
Germany,2020-04-06,-40.529411764705884,-5.705882352941177,55.0,-48.76470588235294,-43.35294117647059,14.529411764705882
Germany,2020-04-07,-41.88235294117647,-1.7058823529411764,54.11764705882353,-49.11764705882353,-44.1764705882353,15.176470588235293
Germany,2020-04-08,-40.11764705882353,9.882352941176471,54.88235294117647,-48.294117647058826,-44.294117647058826,14.0
Germany,2020-04-09,-37.76470588235294,13.647058823529411,37.11764705882353,-48.705882352941174,-46.294117647058826,14.176470588235293
Germany,2020-04-10,-81.05882352941177,-92.17647058823529,72.3529411764706,-69.70588235294117,-85.0,28.352941176470587
Germany,2020-04-11,-53.8235294117647,2.2941176470588234,37.529411764705884,-47.588235294117645,-27.41176470588235,9.294117647058824
Germany,2020-04-12,-60.76470588235294,-20.88235294117647,67.52941176470588,-48.05882352941177,-22.705882352941178,5.411764705882353
Germany,2020-04-13,-81.82352941176471,-93.3529411764706,29.11764705882353,-73.0,-87.11764705882354,28.58823529411765
Germany,2020-04-14,-42.529411764705884,0.47058823529411764,10.941176470588236,-51.11764705882353,-45.05882352941177,15.882352941176471
Germany,2020-04-15,-43.64705882352941,-9.117647058823529,42.294117647058826,-48.588235294117645,-43.94117647058823,15.588235294117647
Germany,2020-04-16,-52.11764705882353,-2.5294117647058822,55.05882352941177,-47.05882352941177,-42.64705882352941,15.235294117647058
Germany,2020-04-17,-54.64705882352941,-4.0,52.64705882352941,-48.588235294117645,-41.94117647058823,15.764705882352942
Germany,2020-04-18,-63.470588235294116,-12.235294117647058,45.23529411764706,-44.23529411764706,-19.941176470588236,9.0
Germany,2020-04-19,-58.0,-6.823529411764706,61.588235294117645,-44.94117647058823,-19.352941176470587,6.235294117647059
Germany,2020-04-20,-43.588235294117645,-9.117647058823529,39.64705882352941,-43.76470588235294,-34.88235294117647,12.882352941176471
Germany,2020-04-21,-46.411764705882355,-7.823529411764706,47.8235294117647,-43.8235294117647,-35.1764705882353,13.588235294117647
Germany,2020-04-22,-45.705882352941174,-7.294117647058823,55.94117647058823,-42.588235294117645,-34.705882352941174,12.647058823529411
Germany,2020-04-23,-46.470588235294116,-5.882352941176471,61.11764705882353,-42.0,-34.529411764705884,12.647058823529411
Germany,2020-04-24,-49.88235294117647,-7.647058823529412,40.88235294117647,-45.470588235294116,-34.94117647058823,13.764705882352942
Germany,2020-04-25,-56.76470588235294,-9.0,40.76470588235294,-40.705882352941174,-17.41176470588235,8.352941176470589
Germany,2020-04-26,-52.529411764705884,1.0,76.6470588235294,-40.529411764705884,-15.882352941176471,5.235294117647059
Germany,2020-04-27,-42.23529411764706,-12.823529411764707,62.35294117647059,-40.294117647058826,-31.764705882352942,11.411764705882353
Germany,2020-04-28,-46.35294117647059,-9.352941176470589,25.823529411764707,-42.529411764705884,-32.76470588235294,11.941176470588236
Germany,2020-04-29,-45.411764705882355,1.1764705882352942,11.823529411764707,-41.94117647058823,-33.11764705882353,12.823529411764707
Germany,2020-04-30,-32.294117647058826,19.41176470588235,-6.0588235294117645,-38.294117647058826,-34.11764705882353,11.176470588235293
Germany,2020-05-01,-82.05882352941177,-91.6470588235294,20.705882352941178,-66.70588235294117,-83.17647058823529,27.470588235294116
Germany,2020-05-02,-44.294117647058826,5.0588235294117645,-11.764705882352942,-41.294117647058826,-18.529411764705884,8.647058823529411
Germany,2020-05-03,-56.88235294117647,2.6470588235294117,44.1764705882353,-37.94117647058823,-15.647058823529411,5.588235294117647
Germany,2020-05-04,-30.470588235294116,-4.882352941176471,4.647058823529412,-37.588235294117645,-29.11764705882353,11.058823529411764
Germany,2020-05-05,-34.23529411764706,-5.529411764705882,23.529411764705884,-36.94117647058823,-28.823529411764707,11.294117647058824
Germany,2020-05-06,-32.88235294117647,-4.117647058823529,44.705882352941174,-33.529411764705884,-27.41176470588235,10.294117647058824
Germany,2020-05-07,-31.352941176470587,-2.176470588235294,45.588235294117645,-34.411764705882355,-27.58823529411765,10.117647058823529
Germany,2020-05-08,-35.23529411764706,-7.235294117647059,66.0,-35.11764705882353,-30.294117647058822,10.705882352941176
Germany,2020-05-09,-39.0,-0.47058823529411764,70.6470588235294,-26.41176470588235,-5.764705882352941,4.470588235294118
India,2020-02-15,6.243243243243243,4.864864864864865,10.702702702702704,10.243243243243244,8.81081081081081,-0.13513513513513514
India,2020-02-16,5.783783783783784,4.216216216216216,9.216216216216216,7.8108108108108105,4.918918918918919,0.35135135135135137
India,2020-02-17,4.972972972972973,3.5135135135135136,8.972972972972974,6.972972972972973,8.27027027027027,-0.10810810810810811
India,2020-02-18,5.135135135135135,4.108108108108108,7.918918918918919,6.756756756756757,7.675675675675675,0.08108108108108109
India,2020-02-19,3.4864864864864864,3.3783783783783785,6.135135135135135,6.756756756756757,8.864864864864865,-0.02702702702702703
India,2020-02-20,4.378378378378378,3.5945945945945947,8.91891891891892,9.243243243243244,6.135135135135135,-0.2972972972972973
India,2020-02-21,3.1621621621621623,3.2432432432432434,14.18918918918919,4.162162162162162,-11.756756756756756,3.7837837837837838
India,2020-02-22,4.8108108108108105,2.324324324324324,13.81081081081081,6.621621621621622,3.054054054054054,0.918918918918919
India,2020-02-23,3.108108108108108,1.0810810810810811,7.72972972972973,6.351351351351352,6.648648648648648,0.9459459459459459
India,2020-02-24,3.918918918918919,1.7297297297297298,7.405405405405405,6.45945945945946,7.621621621621622,0.0
India,2020-02-25,3.108108108108108,0.5135135135135135,6.702702702702703,5.756756756756757,6.027027027027027,0.08108108108108109
India,2020-02-26,2.5945945945945947,0.1891891891891892,6.378378378378378,6.27027027027027,6.405405405405405,-0.5675675675675675
India,2020-02-27,3.4324324324324325,0.8918918918918919,6.837837837837838,5.864864864864865,7.378378378378378,-0.1891891891891892
India,2020-02-28,4.72972972972973,1.7297297297297298,8.945945945945946,6.675675675675675,8.594594594594595,0.02702702702702703
India,2020-02-29,-1.0,-3.1621621621621623,2.5945945945945947,1.7297297297297298,7.54054054054054,-0.02702702702702703
India,2020-03-01,2.054054054054054,1.1081081081081081,5.054054054054054,3.108108108108108,4.4324324324324325,0.4864864864864865
India,2020-03-02,1.3513513513513513,0.918918918918919,6.108108108108108,2.3513513513513513,5.675675675675675,-0.21621621621621623
India,2020-03-03,0.7837837837837838,0.6486486486486487,6.72972972972973,3.1621621621621623,5.648648648648648,-0.35135135135135137
India,2020-03-04,5.243243243243243,7.378378378378378,3.27027027027027,10.675675675675675,10.54054054054054,-1.0
India,2020-03-05,7.054054054054054,7.594594594594595,12.108108108108109,13.513513513513514,11.0,0.08108108108108109
India,2020-03-06,7.783783783783784,7.45945945945946,11.27027027027027,15.702702702702704,11.405405405405405,1.027027027027027
India,2020-03-07,9.45945945945946,10.432432432432432,2.189189189189189,19.783783783783782,13.72972972972973,0.1891891891891892
India,2020-03-08,11.891891891891891,15.864864864864865,4.5675675675675675,16.783783783783782,13.0,0.0
India,2020-03-09,11.162162162162161,14.135135135135135,20.27027027027027,8.891891891891891,-5.8108108108108105,2.324324324324324
India,2020-03-10,-8.378378378378379,-11.27027027027027,16.35135135135135,-6.108108108108108,-36.24324324324324,9.405405405405405
India,2020-03-11,3.972972972972973,4.972972972972973,2.8378378378378377,13.027027027027026,1.2162162162162162,0.2702702702702703
India,2020-03-12,4.513513513513513,5.5675675675675675,10.702702702702704,11.378378378378379,5.324324324324325,0.2972972972972973
India,2020-03-13,4.594594594594595,6.756756756756757,11.837837837837839,12.18918918918919,7.864864864864865,0.8378378378378378
India,2020-03-14,0.13513513513513514,3.5945945945945947,8.783783783783784,8.378378378378379,1.5675675675675675,2.945945945945946
India,2020-03-15,0.21621621621621623,4.8108108108108105,8.054054054054054,9.216216216216216,9.297297297297296,1.8918918918918919
India,2020-03-16,3.3513513513513513,8.432432432432432,10.756756756756756,11.675675675675675,4.837837837837838,1.2972972972972974
India,2020-03-17,0.3783783783783784,5.486486486486487,9.35135135135135,7.864864864864865,0.6486486486486487,1.162162162162162
India,2020-03-18,-1.4594594594594594,6.513513513513513,6.756756756756757,6.648648648648648,0.8918918918918919,2.081081081081081
India,2020-03-19,-5.351351351351352,5.4324324324324325,3.1621621621621623,0.972972972972973,-2.4864864864864864,3.2162162162162162
India,2020-03-20,-12.135135135135135,2.2162162162162162,-0.5945945945945946,-4.108108108108108,-4.891891891891892,4.918918918918919
India,2020-03-21,-24.864864864864863,-6.108108108108108,-19.37837837837838,-13.54054054054054,-9.54054054054054,6.54054054054054
India,2020-03-22,-67.86486486486487,-68.13513513513513,-49.810810810810814,-58.7027027027027,-37.7027027027027,18.783783783783782
India,2020-03-23,-44.513513513513516,-26.513513513513512,-22.54054054054054,-41.4054054054054,-37.513513513513516,15.64864864864865
India,2020-03-24,-58.810810810810814,-45.891891891891895,-32.108108108108105,-53.67567567567568,-51.351351351351354,20.72972972972973
India,2020-03-25,-68.78378378378379,-62.513513513513516,-45.108108108108105,-64.02702702702703,-60.351351351351354,25.0
India,2020-03-26,-68.27027027027027,-62.189189189189186,-45.08108108108108,-63.729729729729726,-59.7027027027027,25.45945945945946
India,2020-03-27,-68.43243243243244,-61.86486486486486,-46.16216216216216,-64.1891891891892,-58.62162162162162,26.08108108108108
India,2020-03-28,-68.51351351351352,-62.32432432432432,-47.351351351351354,-63.648648648648646,-54.432432432432435,24.81081081081081
India,2020-03-29,-66.72972972972973,-61.5945945945946,-49.54054054054054,-62.0,-34.567567567567565,19.2972972972973
India,2020-03-30,-67.16216216216216,-60.67567567567568,-44.432432432432435,-64.27027027027027,-56.567567567567565,26.16216216216216
India,2020-03-31,-66.5945945945946,-60.67567567567568,-44.0,-63.2972972972973,-56.45945945945946,24.81081081081081
India,2020-04-01,-68.16216216216216,-62.0,-45.08108108108108,-64.16216216216216,-57.270270270270274,24.513513513513512
India,2020-04-02,-68.10810810810811,-62.7027027027027,-45.270270270270274,-65.0,-58.2972972972973,25.64864864864865
India,2020-04-03,-66.24324324324324,-59.729729729729726,-44.513513513513516,-62.5945945945946,-54.270270270270274,24.89189189189189
India,2020-04-04,-67.4054054054054,-61.432432432432435,-46.432432432432435,-62.86486486486486,-48.86486486486486,23.675675675675677
India,2020-04-05,-66.16216216216216,-61.432432432432435,-49.45945945945946,-62.189189189189186,-29.972972972972972,18.62162162162162
India,2020-04-06,-67.21621621621621,-58.21621621621622,-42.648648648648646,-63.7027027027027,-55.91891891891892,26.27027027027027
India,2020-04-07,-70.72972972972973,-49.351351351351354,-39.270270270270274,-58.54054054054054,-55.486486486486484,24.64864864864865
India,2020-04-08,-71.5945945945946,-49.45945945945946,-40.486486486486484,-59.270270270270274,-55.08108108108108,25.135135135135137
India,2020-04-09,-71.64864864864865,-49.972972972972975,-41.351351351351354,-60.08108108108108,-55.972972972972975,26.43243243243243
India,2020-04-10,-72.21621621621621,-50.027027027027025,-41.45945945945946,-60.189189189189186,-57.810810810810814,26.91891891891892
India,2020-04-11,-71.8108108108108,-49.270270270270274,-43.108108108108105,-58.729729729729726,-50.810810810810814,25.16216216216216
India,2020-04-12,-71.32432432432432,-49.729729729729726,-46.54054054054054,-58.810810810810814,-30.972972972972972,19.486486486486488
India,2020-04-13,-71.1891891891892,-49.32432432432432,-40.567567567567565,-60.67567567567568,-54.270270270270274,27.0
India,2020-04-14,-71.86486486486487,-51.32432432432432,-39.7027027027027,-60.32432432432432,-58.32432432432432,25.27027027027027
India,2020-04-15,-71.86486486486487,-47.21621621621622,-39.567567567567565,-58.027027027027025,-51.945945945945944,24.972972972972972
India,2020-04-16,-79.43243243243244,-39.2972972972973,-49.13513513513514,-55.7027027027027,-52.810810810810814,25.216216216216218
India,2020-04-17,-79.91891891891892,-39.75675675675676,-50.32432432432432,-56.62162162162162,-51.486486486486484,26.486486486486488
India,2020-04-18,-81.10810810810811,-44.75675675675676,-50.270270270270274,-57.486486486486484,-46.83783783783784,24.10810810810811
India,2020-04-19,-80.24324324324324,-43.16216216216216,-52.16216216216216,-56.21621621621622,-29.08108108108108,19.135135135135137
India,2020-04-20,-79.91891891891892,-41.16216216216216,-47.513513513513516,-56.7027027027027,-49.54054054054054,25.62162162162162
India,2020-04-21,-79.45945945945945,-40.108108108108105,-46.91891891891892,-55.54054054054054,-49.945945945945944,24.054054054054053
India,2020-04-22,-79.8108108108108,-40.16216216216216,-47.648648648648646,-55.83783783783784,-48.86486486486486,24.135135135135137
India,2020-04-23,-79.64864864864865,-40.45945945945946,-47.7027027027027,-56.37837837837838,-49.62162162162162,25.37837837837838
India,2020-04-24,-79.29729729729729,-38.32432432432432,-46.91891891891892,-55.432432432432435,-47.513513513513516,25.62162162162162
India,2020-04-25,-80.10810810810811,-40.45945945945946,-49.37837837837838,-56.054054054054056,-45.4054054054054,24.027027027027028
India,2020-04-26,-79.70270270270271,-41.7027027027027,-52.24324324324324,-55.91891891891892,-26.243243243243242,19.324324324324323
India,2020-04-27,-78.86486486486487,-38.37837837837838,-47.972972972972975,-56.13513513513514,-46.891891891891895,25.64864864864865
India,2020-04-28,-78.29729729729729,-37.108108108108105,-46.78378378378378,-53.7027027027027,-47.08108108108108,23.027027027027028
India,2020-04-29,-78.13513513513513,-35.62162162162162,-46.648648648648646,-52.891891891891895,-45.648648648648646,23.7027027027027
India,2020-04-30,-77.64864864864865,-34.891891891891895,-45.24324324324324,-52.62162162162162,-45.16216216216216,23.972972972972972
India,2020-05-01,-78.0,-34.83783783783784,-45.78378378378378,-53.054054054054056,-47.45945945945946,25.16216216216216
India,2020-05-02,-78.05405405405405,-35.54054054054054,-47.189189189189186,-52.270270270270274,-38.62162162162162,22.0
India,2020-05-03,-77.56756756756756,-36.027027027027025,-50.37837837837838,-52.5945945945946,-22.513513513513512,17.62162162162162
India,2020-05-04,-73.67567567567568,-25.62162162162162,-44.567567567567565,-48.189189189189186,-38.7027027027027,21.513513513513512
India,2020-05-05,-73.21621621621621,-24.945945945945947,-44.21621621621622,-46.54054054054054,-39.16216216216216,20.675675675675677
India,2020-05-06,-73.0,-22.486486486486488,-47.0,-46.810810810810814,-38.351351351351354,19.54054054054054
India,2020-05-07,-72.89189189189189,-24.324324324324323,-47.32432432432432,-48.13513513513514,-43.45945945945946,21.10810810810811
India,2020-05-08,-71.97297297297297,-20.594594594594593,-46.86486486486486,-46.32432432432432,-36.45945945945946,20.37837837837838
India,2020-05-09,-73.75675675675676,-25.783783783783782,-48.891891891891895,-47.648648648648646,-35.567567567567565,20.243243243243242
Iraq,2020-02-15,16.0,13.0,13.0,19.0,14.0,0.0
Iraq,2020-02-16,11.0,8.0,7.0,12.0,12.0,0.0
Iraq,2020-02-17,12.0,8.0,11.0,16.0,13.0,-1.0
Iraq,2020-02-18,15.0,12.0,13.0,15.0,11.0,-1.0
Iraq,2020-02-19,11.0,10.0,8.0,12.0,11.0,0.0
Iraq,2020-02-20,9.0,6.0,7.0,11.0,9.0,1.0
Iraq,2020-02-21,14.0,12.0,16.0,13.0,11.0,0.0
Iraq,2020-02-22,11.0,10.0,10.0,17.0,13.0,0.0
Iraq,2020-02-23,11.0,12.0,9.0,14.0,13.0,0.0
Iraq,2020-02-24,9.0,10.0,11.0,15.0,13.0,-1.0
Iraq,2020-02-25,1.0,5.0,0.0,5.0,7.0,1.0
Iraq,2020-02-26,8.0,16.0,8.0,12.0,7.0,1.0
Iraq,2020-02-27,5.0,11.0,7.0,12.0,2.0,3.0
Iraq,2020-02-28,7.0,14.0,10.0,10.0,13.0,1.0
Iraq,2020-02-29,12.0,15.0,12.0,15.0,10.0,1.0
Iraq,2020-03-01,7.0,13.0,3.0,6.0,5.0,2.0
Iraq,2020-03-02,9.0,17.0,9.0,10.0,5.0,2.0
Iraq,2020-03-03,11.0,17.0,10.0,5.0,3.0,2.0
Iraq,2020-03-04,11.0,19.0,13.0,5.0,1.0,2.0
Iraq,2020-03-05,0.0,10.0,6.0,1.0,-4.0,4.0
Iraq,2020-03-06,-2.0,9.0,7.0,-4.0,9.0,1.0
Iraq,2020-03-07,2.0,11.0,5.0,2.0,8.0,3.0
Iraq,2020-03-08,4.0,13.0,5.0,-1.0,1.0,4.0
Iraq,2020-03-09,-1.0,11.0,6.0,2.0,-1.0,4.0
Iraq,2020-03-10,-1.0,12.0,7.0,0.0,-3.0,4.0
Iraq,2020-03-11,-5.0,13.0,3.0,-3.0,-7.0,5.0
Iraq,2020-03-12,-14.0,6.0,-3.0,-10.0,-7.0,6.0
Iraq,2020-03-13,-21.0,6.0,-12.0,-17.0,6.0,4.0
Iraq,2020-03-14,-28.0,-11.0,-20.0,-24.0,-8.0,7.0
Iraq,2020-03-15,-24.0,2.0,-15.0,-23.0,-20.0,10.0
Iraq,2020-03-16,-30.0,-1.0,-16.0,-19.0,-22.0,9.0
Iraq,2020-03-17,-32.0,-6.0,-18.0,-31.0,-25.0,9.0
Iraq,2020-03-18,-58.0,-35.0,-38.0,-55.0,-49.0,16.0
Iraq,2020-03-19,-62.0,-38.0,-42.0,-57.0,-49.0,19.0
