,CountryName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,StringencyIndex
2889,Brazil,2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2890,Brazil,2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2891,Brazil,2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2892,Brazil,2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2893,Brazil,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2894,Brazil,2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2895,Brazil,2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2896,Brazil,2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2897,Brazil,2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2898,Brazil,2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2899,Brazil,2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2900,Brazil,2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2901,Brazil,2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2902,Brazil,2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2903,Brazil,2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2904,Brazil,2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2905,Brazil,2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2906,Brazil,2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2907,Brazil,2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2908,Brazil,2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2909,Brazil,2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2910,Brazil,2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2911,Brazil,2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2912,Brazil,2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2913,Brazil,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2914,Brazil,2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2915,Brazil,2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2916,Brazil,2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2917,Brazil,2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,11.11
2918,Brazil,2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,11.11
2919,Brazil,2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,11.11
2920,Brazil,2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,11.11
2921,Brazil,2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,11.11
2922,Brazil,2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,11.11
2923,Brazil,2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,11.11
2924,Brazil,2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,11.11
2925,Brazil,2020-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,11.11
2926,Brazil,2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,11.11
2927,Brazil,2020-03-12,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,26.99
2928,Brazil,2020-03-13,3.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,37.84
2929,Brazil,2020-03-14,3.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,41.81
2930,Brazil,2020-03-15,3.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,41.81
2931,Brazil,2020-03-16,3.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,41.81
2932,Brazil,2020-03-17,3.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,55.04
2933,Brazil,2020-03-18,3.0,3.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,57.03
2934,Brazil,2020-03-19,3.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,63.78
2935,Brazil,2020-03-20,3.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,63.78
2936,Brazil,2020-03-21,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,67.74
2937,Brazil,2020-03-22,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,67.74
2938,Brazil,2020-03-23,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,67.74
2939,Brazil,2020-03-24,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,67.74
2940,Brazil,2020-03-25,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,67.74
2941,Brazil,2020-03-26,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,67.74
2942,Brazil,2020-03-27,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,0.0,1.0,2.0,1.0,0.0,70.52
2943,Brazil,2020-03-28,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,0.0,1.0,2.0,1.0,0.0,70.52
2944,Brazil,2020-03-29,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,0.0,1.0,2.0,1.0,0.0,70.52
2945,Brazil,2020-03-30,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,0.0,1.0,2.0,1.0,0.0,70.52
2946,Brazil,2020-03-31,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,0.0,1.0,2.0,1.0,0.0,70.52
2947,Brazil,2020-04-01,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,0.0,1.0,2.0,1.0,0.0,70.52
2948,Brazil,2020-04-02,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2949,Brazil,2020-04-03,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2950,Brazil,2020-04-04,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2951,Brazil,2020-04-05,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2952,Brazil,2020-04-06,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2953,Brazil,2020-04-07,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2954,Brazil,2020-04-08,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2955,Brazil,2020-04-09,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2956,Brazil,2020-04-10,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2957,Brazil,2020-04-11,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2958,Brazil,2020-04-12,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2959,Brazil,2020-04-13,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2960,Brazil,2020-04-14,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2961,Brazil,2020-04-15,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2962,Brazil,2020-04-16,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2963,Brazil,2020-04-17,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2964,Brazil,2020-04-18,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2965,Brazil,2020-04-19,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2966,Brazil,2020-04-20,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2967,Brazil,2020-04-21,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2968,Brazil,2020-04-22,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2969,Brazil,2020-04-23,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2970,Brazil,2020-04-24,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2971,Brazil,2020-04-25,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,70.52
2972,Brazil,2020-04-26,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,72.51
2973,Brazil,2020-04-27,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,72.51
2974,Brazil,2020-04-28,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,72.51
2975,Brazil,2020-04-29,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,72.51
2976,Brazil,2020-04-30,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,72.51
2977,Brazil,2020-05-01,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0,72.51
2978,Brazil,2020-05-02,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,72.51
2979,Brazil,2020-05-03,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,72.51
2980,Brazil,2020-05-04,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,72.51
2981,Brazil,2020-05-05,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,75.15
2982,Brazil,2020-05-06,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,75.15
2983,Brazil,2020-05-07,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,75.15
2984,Brazil,2020-05-08,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,75.15
2985,Brazil,2020-05-09,0.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2986,Brazil,2020-05-10,0.0,3.0,2.0,0.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2987,Brazil,2020-05-11,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2988,Brazil,2020-05-12,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2989,Brazil,2020-05-13,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2990,Brazil,2020-05-14,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2991,Brazil,2020-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
3672,Canada,2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3673,Canada,2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3674,Canada,2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3675,Canada,2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3676,Canada,2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3677,Canada,2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3678,Canada,2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3679,Canada,2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3680,Canada,2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3681,Canada,2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3682,Canada,2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3683,Canada,2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3684,Canada,2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3685,Canada,2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3686,Canada,2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3687,Canada,2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3688,Canada,2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3689,Canada,2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3690,Canada,2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3691,Canada,2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3692,Canada,2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3693,Canada,2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.78
3694,Canada,2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.78
3695,Canada,2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.78
3696,Canada,2020-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3697,Canada,2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3698,Canada,2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3699,Canada,2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3700,Canada,2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3701,Canada,2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3702,Canada,2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3703,Canada,2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3704,Canada,2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3705,Canada,2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3706,Canada,2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3707,Canada,2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3708,Canada,2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3709,Canada,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3710,Canada,2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3711,Canada,2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3712,Canada,2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3713,Canada,2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3714,Canada,2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3715,Canada,2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3716,Canada,2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3717,Canada,2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3718,Canada,2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3719,Canada,2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3720,Canada,2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3721,Canada,2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3722,Canada,2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3723,Canada,2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3724,Canada,2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3725,Canada,2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3726,Canada,2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3727,Canada,2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
3728,Canada,2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78
