country_region,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,StringencyIndex,cases,cases_lag_1,cases_lag_2,cases_lag_3,cases_lag_4,cases_lag_5,cases_lag_6,cases_lag_7,cases_lag_8,cases_lag_9,cases_lag_10,cases_lag_11,cases_lag_12,cases_lag_13,cases_lag_14,cases_lag_15,cases_lag_16,cases_lag_17,cases_lag_18,cases_lag_19,deaths,recovered,population,population_density,date+1_pred,date+2_pred,date+3_pred,date+4_pred,date+5_pred,date+6_pred,date+7_pred,date+8_pred,date+9_pred,date+10_pred,date+1_linf,date+2_linf,date+3_linf,date+4_linf,date+5_linf,date+6_linf,date+7_linf,date+8_linf,date+9_linf,date+10_linf,date+1_lsup,date+2_lsup,date+3_lsup,date+4_lsup,date+5_lsup,date+6_lsup,date+7_lsup,date+8_lsup,date+9_lsup,date+10_lsup
Brazil,2020-05-05,-47.464285714285715,-5.75,-42.07142857142857,-50.464285714285715,-29.17857142857143,14.178571428571427,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,75.15,115455,108620,101826,97100,92202,87187,79685,73235,67446,63100,59324,54043,50036,45757,43079,40743,38654,36658,33682,30425,7938,48221,211049.519,25.251,122046.51735630992,128541.62300257373,134998.552548508,141440.36552161444,147876.19279235505,154309.64990729248,160742.16851273045,167174.31549699506,173606.3153305952,180038.2568970146,121385.95224837822,127198.5079898472,132895.51575419874,138508.14910918724,144049.4102445271,149525.7246512679,154941.08718358428,160298.51402025516,165600.55031141572,170849.45129507926,122707.0824642416,129884.73801530026,137101.58934281726,144372.58193404163,151702.975340183,159093.57516331706,166543.2498418766,174050.11697373496,181612.08034977465,189227.06249894996
Brazil,2020-05-06,-47.42857142857143,-4.25,-41.32142857142857,-48.60714285714285,-29.25,14.928571428571427,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,75.15,126611,115455,108620,101826,97100,92202,87187,79685,73235,67446,63100,59324,54043,50036,45757,43079,40743,38654,36658,33682,8588,51370,211049.519,25.251,136158.58375907555,146381.56899849026,154460.11370876207,162316.53232843586,169987.04362799347,178214.87338873532,187073.78755518238,196076.43914428508,205055.32275098108,213655.00711158,135375.69967673265,144776.48277839427,151702.67150841324,158452.8493719651,165030.36943328028,172204.8564105714,179981.95801857513,187813.9320632843,195514.9665286337,202730.59969148066,136941.46784141846,147986.65521858618,157217.5559091109,166180.21528490653,174943.7178227066,184224.89036689923,194165.6170917897,204338.94622528585,214595.6789733284,224579.4145316793
Brazil,2020-05-07,-45.60714285714285,-0.10714285714285714,-39.964285714285715,-48.89285714285714,-29.464285714285715,15.142857142857142,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,75.15,135773,126611,115455,108620,101826,97100,92202,87187,79685,73235,67446,63100,59324,54043,50036,45757,43079,40743,38654,36658,9190,55350,211049.519,25.251,146414.82001520426,155540.76684697586,164826.68417965987,174112.60151234386,183398.5188450279,192684.4361777119,201970.35351039594,211256.27084307992,220542.18817576393,229828.10550844797,145609.78438273867,153915.88152256882,162007.18168559874,170053.41429732938,178015.08932019942,185885.80589988746,193666.377173871,201359.59953341226,208968.75069027967,216497.09199904944,147219.85564766984,157165.65217138288,167646.18667372098,178171.7887273584,188781.9483698564,199483.06645553638,210274.3298469208,221152.94215274762,232115.6256612482,243159.11901784645
Brazil,2020-05-08,-44.714285714285715,3.8928571428571432,-43.10714285714285,-46.67857142857143,-26.17857142857143,15.535714285714285,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,75.15,146894,135773,126611,115455,108620,101826,97100,92202,87187,79685,73235,67446,63100,59324,54043,50036,45757,43079,40743,38654,10017,59297,211049.519,25.251,156434.53390114097,166274.07366681314,175993.27429398714,185712.4749211611,195431.67554833507,205150.87617550907,214870.076802683,224589.27742985694,234308.4780570309,244027.67868420488,155631.81471624612,164653.63035447488,173159.24567232505,181606.4655446609,189959.61579052376,198214.0966375762,206371.8094943184,214436.28940648696,222411.35306051405,230300.67549579535,157237.2530860358,167894.51697915143,178827.30291564926,189818.48429766129,200903.7353061464,212087.65571344187,223368.34411104763,234742.26545322695,246205.60305354782,257754.68187261446
Brazil,2020-05-09,-46.57142857142857,6.607142857142858,-47.82142857142857,-46.25,-18.964285714285715,13.071428571428573,0.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,156061,146894,135773,126611,115455,108620,101826,97100,92202,87187,79685,73235,67446,63100,59324,54043,50036,45757,43079,40743,10656,61685,211049.519,25.251,166443.01926994894,176303.23369324766,186921.8451661225,197106.06575959412,207350.89388869648,217266.85247503556,227351.8272864034,237499.85628476943,247811.42483010035,258047.00624150923,165688.97906641586,174818.09617909734,184284.28555195552,193278.85671806103,202256.29998920398,210910.4953824128,219630.42430380275,228286.8237476862,236958.69672380245,245464.762753139,167197.05947348202,177788.37120739796,189559.40478028948,200933.27480112718,212445.487788189,223623.20956765825,235073.23026900407,246712.88882185263,258664.15293639826,270629.24972987943
Canada,2020-02-15,1.5,-0.7857142857142857,3.2142857142857144,2.8571428571428568,-1.2142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,7,7,7,7,7,7,7,7,7,5,5,4,4,4,4,4,2,2,2,1,0,1,37411.038,4.114,7.304323947728548,7.608647895457095,7.912971843185643,8.217295790914191,8.521619738642737,8.825943686371284,9.130267634099829,9.434591581828377,9.73891552955692,10.043239477285468,6.504484583906518,6.47745994030331,6.527500965202428,6.617429200436968,6.732844498853187,6.866361890411066,7.013594540565783,7.1716842978630355,7.338645962258674,7.513034178825003,8.104163311550575,8.739835850610879,9.298442721168856,9.817162381391412,10.310394978432283,10.785525482331495,11.246940727633877,11.697498865793715,12.139185096855169,12.573444775745935
Canada,2020-02-16,17.46153846153846,10.615384615384617,38.307692307692314,5.769230769230768,2.6923076923076925,-1.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,7,7,7,7,7,7,7,7,7,7,5,5,4,4,4,4,4,2,2,2,0,1,37411.038,4.114,7.291645913759408,7.583291827518817,7.8749377412782255,8.166583655037634,8.458229568797044,8.749875482556451,9.04152139631586,9.333167310075268,9.624813223834675,9.916459137594083,6.505089115962428,6.470893060839008,6.512484708662622,6.593302576427772,6.6991854303431735,6.822870796919219,6.960044591049532,7.107896049207593,7.2644728785779575,7.4283536775896675,8.07820271155639,8.695690594198627,9.23739077389383,9.739864733647495,10.217273707250909,10.676880168193684,11.122998201582188,11.558438570942945,11.985153569091393,12.404564597598505
Canada,2020-02-17,-10.785714285714288,-17.142857142857142,41.285714285714285,-17.714285714285715,-43.0,9.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,8,7,7,7,7,7,7,7,7,7,7,5,5,4,4,4,4,4,2,2,0,1,37411.038,4.114,8.280038059314455,8.56007611862891,8.840114177943365,9.12015223725782,9.400190296572275,9.68022835588673,9.960266415201184,10.240304474515641,10.520342533830094,10.800380593144551,7.488418100367308,7.440526820591907,7.468915644723872,7.536786668851013,7.629886946470316,7.7409069009676115,7.865504426547898,8.000850477291822,8.144980043862915,8.296462453148953,9.071658018261603,9.679625416665914,10.211312711162858,10.703517805664626,11.170493646674233,11.619549810805848,12.055028403854473,12.479758471739455,12.895705023797273,13.304298733140145
Canada,2020-02-18,1.3571428571428572,5.0,2.071428571428572,-1.5714285714285714,-2.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,8,8,7,7,7,7,7,7,7,7,7,7,5,5,4,4,4,4,4,2,0,1,37411.038,4.114,8.307690754742053,8.615381509484106,8.923072264226157,9.230763018968213,9.538453773710264,9.846144528452317,10.153835283194368,10.461526037936425,10.769216792678476,11.076907547420529,7.5277613411471505,7.512391971910312,7.572188076202894,7.670892383760428,7.7944609848991915,7.935691326720666,8.09030477351936,8.255513564600273,8.429381319722545,8.610498175812626,9.087620168336956,9.718371047057898,10.273956452249422,10.790633654175997,11.282446562521336,11.756597730183966,12.217365792869382,12.667538511272571,13.109052265634409,13.543316919028433
Canada,2020-02-19,-1.1428571428571428,-1.5,2.142857142857143,-2.357142857142857,-2.2142857142857144,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,8,8,8,7,7,7,7,7,7,7,7,7,7,5,5,4,4,4,4,4,0,1,37411.038,4.114,8.296294328060211,8.592588656120423,8.888882984180633,9.185177312240846,9.481471640301057,9.777765968361267,10.07406029642148,10.370354624481694,10.666648952541905,10.962943280602117,7.5275868924964175,7.505468565160488,7.557433806748335,7.647747124787633,7.762566727328063,7.894793725393227,8.040211067697593,8.1960711213311,8.360465380378496,8.532004277960624,9.065001763624004,9.679708747080356,10.220332161612934,10.72260749969406,11.200376553274053,11.66073821132931,12.107909525145367,12.544638127632284,12.972832524705312,13.393882283243606
Canada,2020-02-20,7.5,6.2142857142857135,7.7857142857142865,-1.1428571428571428,-1.1428571428571428,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,8,8,8,8,7,7,7,7,7,7,7,7,7,7,5,5,4,4,4,4,0,1,37411.038,4.114,8.285696292197983,8.571392584395966,8.85708887659395,9.142785168791931,9.428481460989914,9.714177753187895,9.99987404538588,10.285570337583863,10.571266629781846,10.856962921979829,7.527763177650829,7.499479619887161,7.544227727576095,7.626776069209023,7.7334785145998755,7.857336727172357,7.994193508155558,8.141340299225831,8.29689578923114,8.45949025043348,9.043629406745136,9.643305548904769,10.169950025611804,10.658794268374841,11.123484407379953,11.571018779203436,12.005554582616202,12.429800375941895,12.845637470332553,13.254435593526175
Canada,2020-02-21,2.2857142857142856,-0.2857142857142857,5.5,0.07142857142857142,-2.4285714285714284,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,9,8,8,8,8,7,7,7,7,7,7,7,7,7,7,5,5,4,4,4,0,3,37411.038,4.114,9.275905138008312,9.551810276016623,9.827715414024937,10.103620552033249,10.379525690041561,10.655430828049873,10.931335966058183,11.207241104066496,11.483146242074811,11.759051380083122,8.512124532225796,8.471629228711762,8.504729832963202,8.57592291305907,8.671456960633229,8.784279584403574,8.910201468575977,9.046493124902986,9.191258701558349,9.343117881868665,10.039685743790828,10.631991323321486,11.150700995086673,11.631318191007429,12.087594419449893,12.526582071696172,12.952470463540394,13.36798908323001,13.775033782591274,14.174984878297579
Canada,2020-02-22,6.142857142857142,2.8571428571428568,17.571428571428573,4.142857142857143,2.8571428571428568,-0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,9,9,8,8,8,8,7,7,7,7,7,7,7,7,7,7,5,5,4,4,0,3,37411.038,4.114,9.299987011932618,9.59997402386524,9.89996103579786,10.19994804773048,10.499935059663098,10.799922071595722,11.09990908352834,11.39989609546096,11.69988310739358,11.999870119326198,8.545881804275956,8.533485144180801,8.593755997928454,8.691639764342153,8.813558659518034,8.9525493266498,9.104475304302733,9.266641518385976,9.437176005069523,9.614715828658175,10.054092219589284,10.666462903549679,11.206166073667266,11.708256331118806,12.186311459808168,12.64729481654164,13.095342862753947,13.533150672535946,13.962590209717634,14.385024409994225
Canada,2020-02-23,16.384615384615387,9.615384615384617,48.153846153846146,7.230769230769232,6.461538461538463,-1.5384615384615383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,9,9,9,8,8,8,8,7,7,7,7,7,7,7,7,7,7,5,5,4,0,3,37411.038,4.114,9.290307919311646,9.580615838623292,9.870923757934936,10.161231677246583,10.451539596558227,10.741847515869877,11.03215543518152,11.322463354493165,11.612771273804812,11.903079193116458,8.545552620481,8.527346237659982,8.580904690497473,8.671608408069531,8.78604816028517,8.917347058799862,9.061420022310463,9.215605462701227,9.378054681783487,9.54742168793594,10.035063218142293,10.6338854395866,11.160942825372402,11.650854946423635,12.117031032831287,12.566347972939887,13.002890848052573,13.429321246285104,13.847487865826135,14.258736698296973
Canada,2020-02-24,2.0,1.0,15.857142857142858,1.1428571428571428,1.7857142857142858,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,10,9,9,9,8,8,8,8,7,7,7,7,7,7,7,7,7,7,5,5,0,3,37411.038,4.114,10.281288454858176,10.56257690971635,10.843865364574528,11.125153819432702,11.406442274290882,11.687730729149056,11.969019184007232,12.25030763886541,12.531596093723586,12.81288454858176,9.530927826920033,9.501378321870394,9.544133039867523,9.62431202420095,9.728405212318311,9.849484015502014,9.983432647443037,10.12756951878682,10.280032041733909,10.439464114114694,11.03164908279632,11.623775497562312,12.143597689281533,12.625995614664458,13.084479336263449,13.525977442796096,13.95460572057143,14.373045758943993,14.78316014571326,15.186304983048826
Canada,2020-02-25,2.0,4.357142857142857,8.0,1.5,2.2857142857142856,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,11,10,9,9,9,8,8,8,8,7,7,7,7,7,7,7,7,7,7,5,0,3,37411.038,4.114,11.303031447228598,11.606062894457194,11.909094341685796,12.212125788914392,12.51515723614299,12.818188683371586,13.121220130600186,13.424251577828784,13.727283025057382,14.030314472285982,10.548434899137273,10.538901346053894,10.602092635489266,10.702928976293613,10.827822518884478,10.969804592732654,11.12473549138766,11.289917969340577,11.463478515020721,11.644053037188232,12.057627995319926,12.673224442860498,13.216096047882322,13.721322601535173,14.202491953401502,14.666572774010522,15.117704769812713,15.558585186316991,15.991087535094042,16.416575907383727
Canada,2020-02-26,5.0,3.7142857142857135,5.7857142857142865,1.8571428571428568,1.7142857142857142,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,11,11,10,9,9,9,8,8,8,8,7,7,7,7,7,7,7,7,7,7,0,3,37411.038,4.114,11.323526267857785,11.64705253571557,11.970578803573355,12.29410507143114,12.617631339288927,12.941157607146712,13.264683875004494,13.588210142862279,13.911736410720065,14.23526267857785,10.576810369937236,10.5910316539866,10.677216359621026,10.80065150380717,10.94789137617484,11.112040232879524,11.289001706225408,11.476106799253769,11.671501629474303,11.873836402955432,12.070242165778337,12.70307341744454,13.263941247525684,13.787558639055108,14.287371302403011,14.770274981413893,15.240366043783586,15.70031348647079,16.151971191965828,16.596688954200268
Canada,2020-02-27,-1.7142857142857142,0.35714285714285715,-2.4285714285714284,-3.6428571428571432,-1.6428571428571428,2.357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,13,11,11,10,9,9,9,8,8,8,8,7,7,7,7,7,7,7,7,7,0,6,37411.038,4.114,13.314285716753604,13.628571433507213,13.942857150260815,14.257142867014425,14.571428583768027,14.885714300521634,15.20000001727524,15.514285734028844,15.828571450782453,16.142857167536054,12.494964072720382,12.469875651721438,12.523750432976833,12.618499575349505,12.739369686908569,12.878794330076651,13.03227869387008,13.196894160279284,13.370606504288896,13.551934619048314,14.13360736078683,14.787267215292985,15.361963867544803,15.895786158679345,16.403487480627483,16.892634270966617,17.367721340680394,17.83167730777841,18.286536397276013,18.7337797160238
Canada,2020-02-28,3.0,1.0714285714285714,-2.571428571428572,1.4285714285714286,1.2857142857142858,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,14,13,11,11,10,9,9,9,8,8,8,8,7,7,7,7,7,7,7,7,0,6,37411.038,4.114,14.361135041471064,14.722270082942126,15.083405124413192,15.444540165884256,15.805675207355321,16.166810248826383,16.52794529029745,16.889080331768515,17.25021537323958,17.611350414710646,13.542120627195725,13.563987123877261,13.664777474433956,13.806419413086973,13.974166269480216,14.160455201114967,14.360793618977475,14.572254408554222,14.792804427696847,15.020963385950454,15.180149455746404,15.880553042006992,16.50203277439243,17.082660918681537,17.63718414523042,18.1731652965378,18.695096961617427,19.205906254982807,19.707626318782307,20.20173744347084
Canada,2020-02-29,6.642857142857142,5.214285714285714,8.857142857142858,7.0,4.142857142857143,-0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,20,14,13,11,11,10,9,9,9,8,8,8,8,7,7,7,7,7,7,7,0,6,37411.038,4.114,22.44293648848104,27.416413141958,30.589631378366924,35.04357632010736,38.58639601549528,42.777401784528045,46.50727974731346,50.56520988884871,54.3897595434029,58.380339040865266,21.124997493027028,25.26673496103207,27.102562110908146,30.2298546174836,32.17894445646148,34.71160492666,36.607399240813656,38.74417323486461,40.51425856214952,42.358617774368746,23.760875483935052,29.56609132288392,34.076700645825696,39.85729802273113,44.99384757452906,50.843198642396096,56.407160253813245,62.38624654283284,68.26526052465627,74.4020603073618
Canada,2020-03-01,11.461538461538463,9.692307692307693,21.076923076923077,7.461538461538463,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,24,20,14,13,11,11,10,9,9,9,8,8,8,8,7,7,7,7,7,7,0,6,37411.038,4.114,29.17367957646258,33.65859727882247,38.547707853522574,43.19962196861394,47.99073240383131,52.700156900023366,57.457517955374506,62.1867479305002,66.93248634278811,71.6685369473077,27.84420194363277,31.35701775598745,34.8564098706692,38.02646090647273,41.12077666858248,44.00866540086594,46.79174387659649,49.424665061234656,51.94795820143344,54.34828636333492,30.503157209292393,35.960176801657475,42.23900583637594,48.37278303075515,54.860688139080146,61.391648399180795,68.12329203415254,74.94883079976573,81.91701448414278,88.98878753128052
Canada,2020-03-02,2.357142857142857,3.0,2.571428571428572,-1.5,-1.7142857142857142,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,27,24,20,14,13,11,11,10,9,9,9,8,8,8,8,7,7,7,7,7,0,6,37411.038,4.114,30.29906799545352,33.59813599090704,36.897203986360566,40.19627198181408,43.4953399772676,46.79440797272112,50.09347596817464,53.39254396362816,56.691611959081676,59.99067995453521,28.93508812447759,31.221241574709712,33.426409970018284,35.53476510369846,37.54738351725671,39.46836652442276,41.30219669251574,43.05309701403616,44.724889256666955,46.3209940944387,31.663047866429444,35.975030407104356,40.36799800270283,44.857778859929695,49.44329643727849,54.12044942101948,58.88475524383353,63.731990913220145,68.65833466149641,73.66036581463169
Canada,2020-03-03,4.642857142857143,5.214285714285714,6.571428571428571,-0.07142857142857142,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,30,27,24,20,14,13,11,11,10,9,9,9,8,8,8,8,7,7,7,7,0,6,37411.038,4.114,33.166140892580714,36.33228178516143,39.49842267774214,42.664563570322855,45.83070446290357,48.99684535548428,52.162986248065,55.32912714064572,58.495268033226424,61.661408925807144,31.818221136675948,33.99121252406849,36.08781616461045,38.09150484429565,40.00287663472825,41.82569105692898,43.564173516938496,45.222345241073114,46.8038644454568,48.31201580171628,34.51406064848548,38.67335104625436,42.909029190873845,47.23762229635006,51.65853229107889,56.167999654039576,60.761798979191504,65.43590904021832,70.18667162099605,75.01080204989799
Canada,2020-03-04,4.5,1.7142857142857142,3.4285714285714284,-0.7857142857142857,-0.35714285714285715,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,33,30,27,24,20,14,13,11,11,10,9,9,9,8,8,8,8,7,7,7,0,6,37411.038,4.114,36.09577182019446,39.19154364038892,42.287315460583365,45.38308728077783,48.478859100972294,51.574630921166744,54.6704027413612,57.76617456155565,60.861946381750116,63.95771820194457,34.7640381477347,36.880771008169994,38.92305014530598,40.87430010495167,42.734981788999846,44.508727595540044,46.199655085194216,47.81169471184522,49.348427638992405,50.813072352766454,37.42750549265421,41.50231627260784,45.65158077586078,49.89187445660399,54.22273641294475,58.64053424679344,63.14115039752818,67.7206544112661,72.37546512450783,77.10236405112269
Canada,2020-03-05,6.142857142857142,3.7142857142857135,7.0,-0.5,-0.7142857142857143,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,37,33,30,27,24,20,14,13,11,11,10,9,9,9,8,8,8,8,7,7,0,6,37411.038,4.114,40.47717445140079,43.95434890280157,47.431523354202355,50.90869780560314,54.385872257003925,57.86304670840471,61.340221159805495,64.81739561120628,68.29457006260706,71.77174451400785,39.149220318797724,41.64666832303282,44.06826101494542,46.39786140706292,48.636135294649314,50.78683479445598,52.8541563543874,54.84208665603928,56.75424923596712,58.593895861939465,41.80512858400385,46.26202948257033,50.79478569345929,55.41953420414336,60.13560921935854,64.93925862235344,69.8262859652236,74.7927045663733,79.83489088924699,84.94959316607623
Canada,2020-03-06,4.857142857142857,3.2142857142857144,6.7857142857142865,0.6428571428571429,2.7142857142857144,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,49,37,33,30,27,24,20,14,13,11,11,10,9,9,9,8,8,8,8,7,0,6,37411.038,4.114,57.10109876678617,65.20219753357233,73.3032963003585,81.40439506714466,89.50549383393084,97.606592600717,105.70769136750314,113.80879013428932,121.90988890107548,130.01098766786166,54.9858150966008,61.32329625836593,67.4470377000211,73.35420820094545,79.05769401939617,84.57086414208037,89.90553931372988,95.07189298678732,100.078683105117,104.93350535004257,59.21638243697153,69.08109880877872,79.15955490069588,89.45458193334387,99.95329364846548,110.6423210593536,121.50984342127643,132.54568728179132,143.741094697034,155.08846998568075
Canada,2020-03-07,1.5,2.5,-2.142857142857143,-0.14285714285714285,2.142857142857143,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,54,49,37,33,30,27,24,20,14,13,11,11,10,9,9,9,8,8,8,8,0,8,37411.038,4.114,60.0659154833732,66.13183096674639,72.19774645011961,78.26366193349281,84.32957741686602,90.39549290023922,96.46140838361242,102.52732386698564,108.59323935035884,114.65915483373205,57.93622301543822,62.49345036214026,66.95824978289458,71.29768886496038,75.50909926095963,79.59613445977405,83.56387531135906,87.4174880025771,91.1618269204375,94.8013348933234,62.19560795130818,69.77021157135256,77.43724311734464,85.22963500202525,93.1500555727724,101.1948513407044,109.35894145586579,117.63715973139416,126.02465178028015,134.5169747741407
Canada,2020-03-08,7.428571428571429,6.7857142857142865,29.857142857142854,5.071428571428571,4.571428571428571,-0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.78,64,54,49,37,33,30,27,24,20,14,13,11,11,10,9,9,9,8,8,8,0,8,37411.038,4.114,70.80838997969215,79.6540548637302,87.1992823480018,95.57460763944894,103.42006323505272,111.6037463167987,119.57153135176168,127.67712886062016,135.694757634957,143.76853878820845,68.66369875339986,76.03075345630326,81.36725114946543,87.44643598432259,92.6213630983685,97.96552959427092,102.8381565131181,107.66922566546421,112.20808402711256,116.63091894929927,72.95308120598445,83.27735627115712,93.0313135465382,103.70277929457535,114.21876337173687,125.24196303932648,136.30490619040526,147.6850320557761,159.18143124280147,170.9061586271176
Canada,2020-03-09,3.7142857142857135,4.0,14.285714285714285,0.0,0.42857142857142855,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.78,77,64,54,49,37,33,30,27,24,20,14,13,11,11,10,9,9,9,8,8,0,8,37411.038,4.114,85.4813719757542,97.61448698929199,108.92796229697187,119.01304835663248,130.94331268339369,141.6925225522625,152.57766473138904,164.03973122225804,174.81184885243806,185.96284093657619,83.23474977719104,93.81872591528416,103.10633349374477,110.48620262492544,119.71938089950912,127.36525528818107,134.86847820003504,142.8150049484223,149.77530271594338,156.93778576709101,87.7279941743174,101.41024806329979,114.749591100199,127.53989408833952,142.16724446727824,156.0197898163439,170.28685126274303,185.26445749609374,199.8483949889328,214.9878961060614
Canada,2020-03-10,0.5,3.071428571428572,0.5714285714285714,-2.0,1.2857142857142858,1.3571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.78,79,77,64,54,49,37,33,30,27,24,20,14,13,11,11,10,9,9,9,8,0,8,37411.038,4.114,88.38368912785154,95.9679650773453,103.55224102683904,111.13651697633276,118.72079292582649,126.30506887532023,133.88934482481395,141.47362077430768,149.0578967238014,156.6421726732951,85.65765969379041,91.78952377682285,97.56364423998308,103.06394592486107,108.3336799966596,113.39910769736198,118.27829208206276,122.98473427408676,127.52909948951445,131.92013929550166,91.10971856191273,100.14640637786778,109.54083781369495,119.20908802780443,129.10790585499336,139.21103005327845,149.50039756756513,159.9625072745286,170.58669395808838,181.36420605108864
Canada,2020-03-11,3.8571428571428568,4.571428571428571,7.2857142857142865,-1.2857142857142858,2.071428571428572,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,13.89,108,79,77,64,54,49,37,33,30,27,24,20,14,13,11,11,10,9,9,9,0,8,37411.038,4.114,103.71756117172049,130.88619131453098,133.86871652585137,151.27800367010255,163.9475146750247,173.55712250000187,191.20361120322957,198.79043874311932,215.97166901923202,225.7081788491184,100.00438015565945,126.77211510695778,126.76074630922331,142.72163844032448,152.77629881958603,159.84735347592118,174.92776821025458,179.32102040314038,193.65989962914196,199.92385726715816,107.43074218778152,135.00026752210414,140.9766867424794,159.83436889988062,175.11873053046344,187.26689152408252,207.47945419620444,218.25985708309838,238.28343840932217,251.4925004310786
Canada,2020-03-12,7.928571428571429,20.714285714285715,8.071428571428571,-2.571428571428572,1.7857142857142858,0.2857142857142857,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,21.83,117,108,79,77,64,54,49,37,33,30,27,24,20,14,13,11,11,10,9,9,0,8,37411.038,4.114,131.48387381320236,152.9169096372674,162.46951152388976,181.37892574297703,197.21864154863204,210.40216029387315,228.78007217704544,242.8105525493096,258.48577421180903,275.13731876892916,127.50050822507477,147.765780497195,154.9900340457059,170.89788336295098,184.2643075077369,194.0438724413288,209.07453323952126,219.63491037967842,231.36702151481563,244.13221509609497,135.46723940132995,158.06803877733978,169.94898900207355,191.85996812300309,210.17297558952717,226.7604481464175,248.48561111456962,265.98619471894074,285.6045269088023,306.1424224417635
